entity_id;name;description;category;url
37034;"TOSHIBA - Canvio Basics 4TB";"Tipo di Hard-Disk: Esterno<br>Capacità hard-disk (GB): 4000<br>Formato (pollici): 2.5<br>Tecnologia HDD: SATA<br>Interfaccia USB: 3.0<br>Sistemi operativi compatibili: Windows 10.Windows 7.Windows 8.1<br>Peso (Kg): 0.2";"INFORMATICA/STORAGE/HARD DISK ESTERNO";https://www.andronico.it/it_IT/2190009323.html
37035;"CANON EOS M200 BK + EF-M 15-45 mm";"MegaPixel totali: 25.8<br>Stabilizzatore di immagine: Digitale+Ottico<br>Lunghezza focale minima (mm): 15<br>Lunghezza focale massima (mm): 45<br>Dimensione display LCD ( pollici): 3<br>Filmati HD: Sì<br>Zoom ottico (X): 3<br>Formato sensore: APS-C<br>Touchscreen: Sì<br>HD: HD Full<br>Pixel effettivi: 24100000<br>Grandangolare: Sì<br>Zoom digitale (X): 1<br>Tipo di zoom: Ottico<br>ASA/ISO regolabili: Sì";"TEMPO LIBERO/FOTOGRAFIA/MIRRORLESS";https://www.andronico.it/it_IT/2200000258.html
37036;"NINTENDO SWITCH BLU/ROSSO";"Tipologia console: Console Portatile<br>Presa HDMI: Sì<br>Formato Memory card: MicroSDHC.MicroSDXC <br>Memoria espandibile fino a: 2000 GB<br>Display: Sì<br>Dimensione display ( pollici): 6.2<br>Tipologia display: LCD<br>Touchscreen: Sì<br>WiFi: Sì<br>Versione Bluetooth: Bluetooth 4.1<br>USB: Sì<br>Capacità HDD (GB): 32<br>Accessori in dotazione: Cavi inclusi: HDMI<br>Caricabatterie<br>Guida utente<br>Altre caratteristiche: Capacità memoria integrata: 32 GB<br>Altre descrizioni strutturali: Tasti funzione per il controllo del gioco: D-pad <br>Pulsanti frontali<br>Touchpad integrato<br>Tecnologia di controllo del gioco: Analogico/Digitale<br>Altezza (cm): 1.4";"GAMING/NINTENDO/NINTENDO SWITCH";https://www.andronico.it/it_IT/2200003562.html
37037;"NINTENDO SWITCH LITE GIALLO";"Tipologia console: Console Portatile<br>Formato Memory card: Micro SD<br>Display: Sì<br>Dimensione display ( pollici): 5.5<br>Tipologia display: LCD<br>Touchscreen: Sì<br>WiFi: Sì<br>Versione Bluetooth: Bluetooth 4.1<br>USB: Sì<br>Numero USB: 1<br>Aux: Sì<br>Altre caratteristiche: Memoria interna: 32 GB<br>Risoluzione massima: 1280 x 720. 60 fps<br>Porta USB Type-C usata per caricare la console<br>Sensore NFC<br>Accelerometro/giroscopio<br>Batteria agli ioni di litio/capacità 3570 mAh<br>La batteria può durare più di sei ore. ma questo dipende dal s<br>Altezza (cm): 13.9<br>Larghezza (cm): 20.8<br>Profondità (cm): 0.91";"GAMING/NINTENDO/NINTENDO SWITCH";https://www.andronico.it/it_IT/2200003569.html
37038;"NINTENDO SWITCH LITE TURCHESE";"Tipologia console: Console Portatile<br>Formato Memory card: Micro SD<br>Display: Sì<br>Dimensione display ( pollici): 5.5<br>Tipologia display: LCD<br>Touchscreen: Sì<br>WiFi: Sì<br>Versione Bluetooth: Bluetooth 4.1<br>USB: Sì<br>Numero USB: 1<br>Aux: Sì<br>Altre caratteristiche: Memoria interna: 32 GB<br>Risoluzione massima: 1280 x 720. 60 fps<br>Porta USB Type-C usata per caricare la console<br>Sensore NFC<br>Accelerometro/giroscopio<br>Batteria agli ioni di litio/capacità 3570 mAh<br>La batteria può durare più di sei ore. ma questo dipende dal s<br>Altezza (cm): 13.9<br>Larghezza (cm): 20.8<br>Profondità (cm): 0.91";"GAMING/NINTENDO/NINTENDO SWITCH";https://www.andronico.it/it_IT/2200003570.html
37039;"NINTENDO SWITCH GRIGIO";"Tipologia console: Console Portatile<br>Presa HDMI: Sì<br>Formato Memory card: MicroSDHC.MicroSDXC <br>Memoria espandibile fino a: 2000 GB<br>Display: Sì<br>Dimensione display ( pollici): 6.2<br>Tipologia display: LCD<br>Touchscreen: Sì<br>WiFi: Sì<br>Versione Bluetooth: Bluetooth 4.1<br>USB: Sì<br>Capacità HDD (GB): 32<br>Accessori in dotazione: Cavi inclusi: HDMI<br>Caricabatterie<br>Guida utente<br>Videogioco incluso<br>Altre caratteristiche: Capacità memoria integrata: 32 GB<br>Altre descrizioni strutturali: Tasti funzione per il controllo del gioco: D-pad <br>Pulsanti frontali<br>Touchpad integrato<br>Tecnologia di controllo del gioco: Analogico/Digitale<br>Altezza (cm): 1.4";"GAMING/NINTENDO/NINTENDO SWITCH";https://www.andronico.it/it_IT/2200003571.html
37040;"SMEG - Piano cottura a induzione SI2741D";"Larghezza (cm): 75<br>Altezza (cm): 5.2<br>Profondità (cm): 51<br>Materiale del piano: Vetroceramica<br>Altre funzioni: Tasto principale on/off<br>Livelli di potenza: 9<br>Spegnimento automatico<br>Allarme acustico di fine cottura<br>Posizione manopole: Frontali<br>Tipologia di piano: Induzione<br>Numero totale di fuochi: 4<br>Controllo digitale: Sì<br>Tipo di vetroceramica: Piano vetroceramica ad induzio<br>Valvola di sicurezza Gas: Sì<br>Peso (Kg): 10<br>Timer: Sì<br>Numero di piastre ad induzione: 4<br>Materiale delle griglie: Senza griglie";"GRANDI ELETTRODOMESTICI/INCASSO/PIANI COTTURA A INDUZIONE";https://www.andronico.it/it_IT/2200006572.html
37041;"SAMSUNG GALAXY BUDS LIVE";;"TV E AUDIO/AUDIO PORTATILE/AURICOLARI TV";https://www.andronico.it/it_IT/2200011425.html
37042;"iPhone 12 64GB Black";"Dimensioni schermo (pollici): 6.1<br>Capacità di memoria: 64.000<br>MegaPixel totali: 12<br>5G-LTE: SI<br>Tipo di batteria: Lithium-Ion (Li-Ion)<br>Dual SIM: Sì<br>Tipologia display: Oled<br>Versione Bluetooth: Bluetooth 5.0<br>4G-LTE: Sì<br>Tipo di offerta: Senza Sim<br>Comandi vocali: Sì<br>Fotocamera integrata: Sì<br>Risoluzione display: 2532 x 1170<br>Sistema operativo: Apple iOS<br>3D: Sì";"TELEFONIA/SMARTPHONE E CELLULARI/SMARTPHONE";https://www.andronico.it/it_IT/2200011878.html
37043;"iPhone 12 64GB - Blue";"Dimensioni schermo (pollici): 6.1<br>Capacità di memoria: 64.000<br>MegaPixel totali: 12<br>5G-LTE: SI<br>Tipo di batteria: Lithium-Ion (Li-Ion)<br>Dual SIM: Sì<br>Tipologia display: Oled<br>Versione Bluetooth: Bluetooth 5.0<br>4G-LTE: Sì<br>Tipo di offerta: Senza Sim<br>Comandi vocali: Sì<br>Fotocamera integrata: Sì<br>Risoluzione display: 2532 x 1170<br>Sistema operativo: Apple iOS<br>EDGE: Sì";"TELEFONIA/SMARTPHONE E CELLULARI/SMARTPHONE";https://www.andronico.it/it_IT/2200011881.html
37044;"MACBOOK AIR 13 pollici M1 CORE 8 CPU CORE 7 GPU 8GB/512GB - GRIGIO SIDERALE";"Schermo13.3 pollici<br>Processore: M1<br>Capacità RAM (GB): 8<br>Modello scheda grafica: Apple GPU<br>Peso (Kg): 1.29<br>Sigla Processore: M1<br>Tipo di Hard Disk: SSD<br>Famiglia sistema operativo: Mac OSX<br>Marca processore: Apple<br>Tipologia di PC: Notebook<br>Generazione Intel : Senza processore Intel<br>Capacità SSD (GB): 512<br>Sistema operativo: macOS<br><br>macOS è il sistema operativo desktop più evoluto al mondo. E con macOS Big Sur diventa ancora più bello e potente. grazie a un nuovo design e a importanti novità nelle app.<br>RAM massima supportata (GB): 8<br>Marca scheda grafica: Apple";INFORMATICA/COMPUTER/NOTEBOOK;https://www.andronico.it/it_IT/2200013414.html
37045;"MACBOOK AIR 13 pollici M1 CORE 8 CPU CORE 7 GPU 8GB/512GB - ARGENTO";"Schermo13.3 pollici<br>Processore: M1<br>Capacità RAM (GB): 8<br>Modello scheda grafica: Apple GPU<br>Peso (Kg): 1.29<br>Sigla Processore: M1<br>Tipo di Hard Disk: SSD<br>Famiglia sistema operativo: Mac OSX<br>Marca processore: Apple<br>Tipologia di PC: Notebook<br>Generazione Intel : Senza processore Intel<br>Capacità SSD (GB): 512<br>Sistema operativo: macOS è il sistema operativo desktop più evoluto al mondo. E con macOS Big Sur diventa ancora più bello e potente. grazie a un nuovo design e a importanti novità nelle app.<br>RAM massima supportata (GB): 8<br>Marca scheda grafica: Apple";INFORMATICA/COMPUTER/NOTEBOOK;https://www.andronico.it/it_IT/2200013426.html
37046;"MACBOOK AIR 13 pollici M1 CORE 8 CPU CORE 7 GPU 8GB/512GB - ORO";"Schermo13.3 pollici<br>Processore: M1<br>Capacità RAM (GB): 8<br>Modello scheda grafica: Apple GPU<br>Peso (Kg): 1.29<br>Sigla Processore: M1<br>Tipo di Hard Disk: SSD<br>Famiglia sistema operativo: Mac OSX<br>Marca processore: Apple<br>Tipologia di PC: Notebook<br>Generazione Intel : Senza processore Intel<br>Capacità SSD (GB): 512<br>Sistema operativo: macOS è il sistema operativo desktop più evoluto al mondo. E con macOS Big Sur diventa ancora più bello e potente. grazie a un nuovo design e a importanti novità nelle app.<br>RAM massima supportata (GB): 8<br>Marca scheda grafica: Apple";INFORMATICA/COMPUTER/NOTEBOOK;https://www.andronico.it/it_IT/2200013514.html
37047;"GXT716 RIZZA RGB LED CHAIR";"Peso (Kg): 18<br>Altezza (cm): 134<br>Larghezza (cm): 68<br>Profondità (cm): 53<br>Anni di garanzia del costruttore: 2";"INFORMATICA/ACCESSORI PC/ACCESSORI PC GAMING";https://www.andronico.it/it_IT/2200013652.html
37048;"EPSON WF-3825";"Multifunzione: 4 in 1<br>Colore: A colori <br>Fronte retro: Automatico<br>Risoluzione stampa: 4800 x 2400 dpi<br>Risoluzione scanner: 1200 x 2400 dpi<br>Fotocopiatrice: Sì<br>Funzione fax: Sì<br>Alimentazione: Rete<br>Portatile o da tavolo: Da tavolo<br>e-Print: Sì<br>Display LCD: Sì<br>Display touchscreen: Sì<br>Pagine per minuto a colori: 10<br>Pagine per minuto bianco e nero: 21<br>Dimensione goccia di stampa (pL): 2.8";"INFORMATICA/STAMPA/MULTIFUNZIONE AD INCHIOSTRO";https://www.andronico.it/it_IT/2200013912.html
37049;"SAMSUNG GALAXY PRO BUDS";"Tipologia: Auricolare<br>Trasmissione: Bluetooth<br>Compatibilità: Sistema operativo Android 7 0 o superiore e almeno 1.5 GB di RAM<br>Posizione regolazione volume: Sugli auricolari<br>Dispositivo antirumore: Sì<br>Durata conversazione (h): 4<br>Durata standby (h): 28<br>Altre funzioni: • Cancellazione attiva del rumore (-35dB) • Suono ambientale amplificato (+20dB) • Voice Pick up unit • Connettività multipla •  Ricarica rapida (cavo) • Ricarica Wireless • Attivazione vocale (Bixby) • Certificazione IPX7 • Buds Together<br>Accessori in dotazione: Cavo di ricarica. Gommini (S.M.L)<br>Peso (Kg): 0.058";"TV E AUDIO/AUDIO PORTATILE/AURICOLARI TV";https://www.andronico.it/it_IT/2200014978.html
37050;"SAMSUNG GALAXY PRO BUDS";"Tipologia: Auricolare<br>Trasmissione: Bluetooth<br>Compatibilità: Sistema operativo Android 7 0 o superiore e almeno 1.5 GB di RAM<br>Posizione regolazione volume: Sugli auricolari<br>Durata conversazione (h): 4<br>Durata standby (h): 28<br>Altre funzioni: • Cancellazione attiva del rumore (-35dB) • Suono ambientale amplificato (+20dB) • Voice Pick up unit • Connettività multipla • Ricarica rapida (cavo) • Ricarica Wireless • Attivazione vocale (Bixby) • Certificazione IPX7(1metro per 30min) • Buds Together<br>Accessori in dotazione: Cavo di ricarica. Gommini (S.M.L)<br>Peso (Kg): 0.058";"TV E AUDIO/AUDIO PORTATILE/AURICOLARI TV";https://www.andronico.it/it_IT/2200014981.html
37051;"SAMSUNG GALAXY PRO BUDS";"Tipologia: Auricolare<br>Trasmissione: Bluetooth<br>Compatibilità: Sistema operativo Android 7 0 o superiore e almeno 1 5 GB di RAM<br>Posizione regolazione volume: Sugli auricolari<br>Dispositivo antirumore: Sì<br>Durata conversazione (h): 4<br>Durata standby (h): 28<br>Altre funzioni: Cancellazione attiva del rumore (-35dB) • Suono ambientale amplificato (+20dB) • Voice Pick up unit • Connettività multipla  • Ricarica rapida (cavo) • Ricarica Wireless • Attivazione vocale (Bixby) • Certificazione IPX7(1metro per 30min) • Buds Together<br>Accessori in dotazione: Cavo di ricarica. Gommini (S.M.L)<br>Peso (Kg): 0.058";"TV E AUDIO/AUDIO PORTATILE/AURICOLARI TV";https://www.andronico.it/it_IT/2200014982.html
37052;"MSI GS66 STEALTH 10SE-415IT";"Schermo15.6 pollici<br>Processore: Core i7<br>Capacità RAM (GB): 16<br>Modello scheda grafica: RTX 2060<br>Peso (Kg): 2.1<br>Sigla Processore: 10875H<br>Tipo di Hard Disk: SSD<br>Famiglia sistema operativo: Windows 10<br>Marca processore: Intel<br>Consigliato per: GAMING<br>Tipologia di PC: Notebook<br>Generazione Intel : Processore Intel Core i7-10xxx<br>Ingresso HDMI: Sì<br>Capacità SSD (GB): 1000<br>Sistema operativo: Windows 10 Home";INFORMATICA/COMPUTER/NOTEBOOK;https://www.andronico.it/it_IT/2210000000.html
37053;"LG - Frigorifero combinato GBB62PZFFN";;"GRANDI ELETTRODOMESTICI/FRIGORIFERI/FRIGORIFERI COMBINATI";https://www.andronico.it/it_IT/2210000001.html
37054;"SMEG - Lavatrice frontale  LBF127";"Classe energetica: A++<br>Capacità max di carico in Kg: 7<br>Velocità max di centrifuga (giri/min): 1200<br>Rumorosità centrifuga dB(A): 72<br>Larghezza (cm): 60<br>Profondità (cm): 55<br>Altezza (cm): 85<br>Partenza ritardata: Sì<br>Classe emissione rumore centrifuga: C<br>Classe di efficacia centrifuga: C<br>Consumo ponderato di energia per 100 cicli (kWh): 77<br>Centrifuga min (giri/min): 500<br>Volume cesto (lt): 54<br>Consumo d'acqua (lt): 44<br>Consumo energetico 60° pieno carico (kWh): 1.03";"GRANDI ELETTRODOMESTICI/LAVATRICI/LAVATRICI CARICA FRONTALE";https://www.andronico.it/it_IT/2210000015.html
37055;"SAMSUNG - SM-A325";"Dimensioni schermo (pollici): 6.4<br>Capacità RAM (MB): 4000<br>Capacità di memoria: 128.000<br>MegaPixel totali: 64<br>Tipo di batteria: 5.000 mAh Ricarica Rapida 15W<br>Dual SIM: Sì<br>Tipologia display: Super Amoled<br>Versione Bluetooth: Bluetooth 5.0<br>4G-LTE: Sì<br>Tipo di offerta: Senza Sim<br>Fotocamera integrata: Sì<br>Risoluzione display: 1080x2400 (FHD+) 412 PPI 16 M di colori<br>Sistema operativo: Android<br>EDGE: Sì<br>WLAN: Wi-Fi";"TELEFONIA/SMARTPHONE E CELLULARI/SMARTPHONE";https://www.andronico.it/it_IT/2210000049.html
37056;"PHILIPS - S7782/50";"Tipo rasatura: Testine<br>Tipo di alimentazione: Ricaricabile<br>Rasoi wet & dry: Sì<br>Autonomia (min): 60<br>Indicatore stato batteria: Led<br>Tempo di ricarica (h): 1<br>Ricarica rapida: Sì<br>Lavabile: Sì<br>Tipo di batterie: ioni di Litio<br>Peso (Kg): 0.75";"PICCOLI ELETTRODOMESTICI/STILE E CURA PERSONALE/RASOI";https://www.andronico.it/it_IT/2210000153.html
37057;"SAMSUNG - Lavatrice frontale  WW90T4040CE";"Classe energetica: D<br>Capacità max di carico in Kg: 9<br>Velocità max di centrifuga (giri/min): 1400<br>Rumorosità centrifuga dB(A): 72<br>Riconoscimento automatico del carico: Sì<br>Larghezza (cm): 60<br>Profondità (cm): 55<br>Altezza (cm): 85<br>Funzione Vapore: Sì<br>Partenza ritardata: Sì<br>Classe di efficacia lavaggio: D<br>Classe emissione rumore centrifuga: A<br>Classe di efficacia centrifuga: B<br>Consumo ponderato di energia per 100 cicli (kWh): 76<br>Durata del programma Eco 40-60 alla capacità nominale (ore.m: 3.48";"GRANDI ELETTRODOMESTICI/LAVATRICI/LAVATRICI CARICA FRONTALE";https://www.andronico.it/it_IT/2210000161.html
37058;"MIELE - Lavatrice frontale  WWD660WCS";"Classe energetica: A+++<br>Capacità max di carico in Kg: 8<br>Velocità max di centrifuga (giri/min): 1400<br>Rumorosità centrifuga dB(A): 70<br>WiFi: Sì<br>Riconoscimento automatico del carico: Sì<br>Larghezza (cm): 59.6<br>Profondità (cm): 64.3<br>Altezza (cm): 85<br>Classe di efficacia lavaggio: A<br>Classe emissione rumore centrifuga: A<br>Classe di efficacia centrifuga: B<br>Nuova Classe efficienza energetica: A<br>Consumo annuo di acqua (lt): 10120<br>Consumo annuo di energia (kWh): 177";"GRANDI ELETTRODOMESTICI/LAVATRICI/LAVATRICI CARICA FRONTALE";https://www.andronico.it/it_IT/2210000164.html
37059;"MIELE - Lavasciuga WTD 165 WPM";"Nuova Classe efficienza energetica: A<br>Classe di efficienza energetica asciugatura: D<br>Capacità max di carico in Kg (asciugatura): 5<br>Capacità max di carico in Kg (lavaggio): 8<br>Partenza ritardata: Sì<br>Altezza (cm): 85<br>Larghezza (cm): 59.6<br>Profondità (cm): 63<br>Tipo di carica: Frontale<br>Consumo ponderato di energia per 100 cicli lavaggio/asciugat: 266<br>Sicurezza Acquastop: Sì<br>Durata della capacità nominale del ciclo completo (ore:minut: 6.29<br>Durata della capacità nominale del ciclo lavaggio (ore.minut: 219<br>Consumo ponderato di acqua per ciclo lavaggio (litri): 68<br>Consumo ponderato di acqua per ciclo (litri): 47";"GRANDI ELETTRODOMESTICI/LAVASCIUGA/LAVASCIUGA REGOLARI";https://www.andronico.it/it_IT/2210000448.html
37060;"MIELE - Lavastoviglie G 5023 SC";"Terzo cestello: Sì<br>Numero coperti: 14<br>Nuova Classe efficienza energetica: E<br>Classe energetica: A++<br>Potenza sonora (dB): 45<br>Partenza ritardata: Sì<br>Altezza (cm): 84.5<br>Larghezza (cm): 59.8<br>Profondità (cm): 60<br>Numero programmi: 5<br>Classe efficacia asciugatura: A<br>Consumo energetico modalità left on (W): 0.3<br>Consumo d'acqua (lt): 8.9<br>Classe emissione rumore: C<br>Durata programma riferimento (min): 235";"GRANDI ELETTRODOMESTICI/LAVASTOVIGLIE/LAVASTOVIGLIE REGOLARI";https://www.andronico.it/it_IT/2210000465.html
37061;"BEATS STUDIO 3 CUFFIE WIRELESS - BIANCO";"Tipo di Cuffia: A padiglione chiuso<br>Microfono incorporato : Sì<br>Ancoraggio dei padiglioni alle orecchie: 4<br>Controllo volume: Sì<br>Dispositivo antirumore: Sì<br>Tipo di collegamento: Bluetooth<br>Accessori in dotazione: Cuffie Beats Studio3 Wireless Custodia Cavo RemoteTalk da 3.5 mm Cavo di ricarica USB universale (da USB-A a USB Micro-B) Guida rapida  Tagliando garanzia<br>Altre caratteristiche: Fattore forma: over-ear Connessioni: Bluetooth. Wireless Batterie: batteria ricaricabile agli ioni di litio Altezza: 18.4 cm Peso: 260 g Bluetooth Tecnologia Adaptive Noise Canceling (ANC) Funzione ANC on/off Controlli integrati per chiamate e musica Cont<br>Altezza (cm): 18.4<br>Larghezza (cm): 27.3<br>Profondità (cm): 13<br>Peso (Kg): 1.52";"TV E AUDIO/AUDIO PORTATILE/CUFFIE BLUETOOTH";https://www.andronico.it/it_IT/2210000664.html
37062;"BEATS STUDIO 3 CUFFIE WIRELESS - ROSSO";"Tipo di Cuffia: A padiglione chiuso<br>Microfono incorporato : Sì<br>Ancoraggio dei padiglioni alle orecchie: 4<br>Controllo volume: Sì<br>Dispositivo antirumore: Sì<br>Tipo di collegamento: Bluetooth<br>Accessori in dotazione: Cuffie Beats Studio3 Wireless Custodia Cavo RemoteTalk da 3.5 mm Cavo di ricarica USB universale (da USB-A a USB Micro-B) Guida rapida  Tagliando garanzia<br>Altre caratteristiche: Fattore forma: over-ear Connessioni: Bluetooth. Wireless Batterie: batteria ricaricabile agli ioni di litio Altezza: 18.4 cm Peso: 260 g Bluetooth Tecnologia Adaptive Noise Canceling (ANC) Funzione ANC on/off Controlli integrati per chiamate e musica Cont<br>Altezza (cm): 18.4<br>Larghezza (cm): 27.3<br>Profondità (cm): 13<br>Peso (Kg): 1.52";"TV E AUDIO/AUDIO PORTATILE/CUFFIE BLUETOOTH";https://www.andronico.it/it_IT/2210000665.html
